id_l,id_r,panda_label,panda_soft_label
28180,26996,-1,8.310146562538943e-15
28180,26997,-1,8.310146562538943e-15
27891,10985,-1,8.310146562538943e-15
27880,23864,-1,2.7864431504188084e-15
28054,8246,-1,8.310146562538943e-15
28192,19656,-1,2.7864431504188084e-15
28180,27000,-1,8.310146562538943e-15
27982,32732,-1,8.310146562538943e-15
27982,32733,-1,8.310146562538943e-15
27982,32735,-1,8.310146562538943e-15
27982,32736,-1,8.310146562538943e-15
27471,1761,-1,8.310146562538943e-15
27477,21657,-1,8.310146562538943e-15
43370,17505,-1,3.352262447798991e-13
27633,20706,-1,3.465390261091332e-14
28253,28378,-1,8.310146562538943e-15
28168,28275,-1,8.310146562538943e-15
27524,23866,-1,8.310146562538943e-15
43757,5823,-1,3.352262447798991e-13
27993,31280,-1,8.310146562538943e-15
43639,26825,-1,1.72776430076207e-14
43639,26826,-1,1.72776430076207e-14
50626,36431,-1,8.310146562538943e-15
50626,36432,-1,8.310146562538943e-15
50626,36433,-1,8.310146562538943e-15
27923,5905,-1,8.310146562538943e-15
28296,13667,-1,7.841165446803677e-15
27988,5754,-1,8.310146562538943e-15
27780,34872,-1,8.310146562538943e-15
27780,34873,-1,8.310146562538943e-15
27817,2247,-1,1.5939110546412766e-14
27765,32762,-1,8.310146562538943e-15
28143,18498,-1,7.204900101656806e-14
43744,16243,-1,7.841165446803677e-15
28372,28490,-1,8.310146562538943e-15
27993,31282,-1,8.310146562538943e-15
27993,31283,-1,8.310146562538943e-15
28372,3503,-1,8.310146562538943e-15
27862,41510,-1,1.72776430076207e-14
27862,41511,-1,1.72776430076207e-14
27862,41512,-1,1.72776430076207e-14
27780,6346,-1,8.310146562538943e-15
43302,7163,-1,3.352262447798991e-13
27703,1743,-1,8.310146562538943e-15
43785,29902,-1,1.72776430076207e-14
28223,19065,-1,3.196919766986406e-14
28168,28276,-1,8.310146562538943e-15
28213,28562,-1,8.310146562538943e-15
27623,20706,-1,8.310146562538943e-15
43639,26822,-1,1.72776430076207e-14
43639,26823,-1,1.72776430076207e-14
43639,26824,-1,1.72776430076207e-14
27892,26958,-1,8.310146562538943e-15
43625,61,-1,1.3656596610543362e-14
43271,16653,-1,3.352262447798991e-13
27870,33284,-1,3.2698217980234365e-14
27870,33285,-1,3.2698217980234365e-14
27870,33286,-1,3.2698217980234365e-14
27493,37476,-1,8.310146562538943e-15
27493,37477,-1,8.310146562538943e-15
27493,37478,-1,8.310146562538943e-15
27493,37479,-1,8.310146562538943e-15
43302,36746,-1,3.352262447798991e-13
27765,29884,-1,8.310146562538943e-15
27765,29885,-1,8.310146562538943e-15
27765,29886,-1,8.310146562538943e-15
27765,29887,-1,8.310146562538943e-15
43421,29779,-1,2.6291909036886314e-15
43421,29780,-1,2.6291909036886314e-15
43421,29781,-1,2.6291909036886314e-15
43421,29782,-1,2.6291909036886314e-15
43421,29783,-1,2.6291909036886314e-15
50533,16243,-1,1.72776430076207e-14
27893,18870,-1,3.465390261091332e-14
28372,28489,-1,8.310146562538943e-15
43370,31304,-1,3.352262447798991e-13
43744,16654,-1,7.841165446803677e-15
43625,16652,-1,1.72776430076207e-14
50591,24049,-1,8.310146562538943e-15
50591,24050,-1,8.310146562538943e-15
28093,2102,-1,7.204900101656806e-14
28192,6105,-1,8.310146562538943e-15
43682,16653,-1,3.352262447798991e-13
28180,26998,-1,8.310146562538943e-15
50603,16653,-1,1.72776430076207e-14
51447,16653,-1,1.72776430076207e-14
27511,3144,-1,1.72776430076207e-14
43639,2884,-1,1.72776430076207e-14
27815,1743,-1,8.310146562538943e-15
43625,18484,-1,1.72776430076207e-14
43782,16652,-1,3.352262447798991e-13
43370,31303,-1,3.352262447798991e-13
50659,30754,-1,1.72776430076207e-14
28192,19657,-1,8.310146562538943e-15
27506,3442,-1,1.8311021062191975e-14
27784,1761,-1,8.310146562538943e-15
27716,24004,-1,8.310146562538943e-15
43615,25733,-1,7.841165446803677e-15
27828,6778,-1,8.310146562538943e-15
50626,8692,-1,8.310146562538943e-15
43487,7030,-1,7.841165446803677e-15
27784,1757,-1,8.310146562538943e-15
27784,1758,-1,8.310146562538943e-15
27506,3440,-1,8.310146562538943e-15
27892,2931,-1,8.310146562538943e-15
27471,1760,-1,8.310146562538943e-15
28013,33046,-1,8.310146562538943e-15
27901,27759,-1,3.465390261091332e-14
27944,14000,-1,8.310146562538943e-15
27852,5395,-1,1.8311021062191975e-14
27783,28960,-1,8.310146562538943e-15
27846,29884,-1,8.310146562538943e-15
27846,29885,-1,8.310146562538943e-15
27846,29886,-1,8.310146562538943e-15
27846,29887,-1,8.310146562538943e-15
27923,5903,-1,8.310146562538943e-15
28013,32992,-1,8.310146562538943e-15
28013,32993,-1,8.310146562538943e-15
27885,4636,-1,8.310146562538943e-15
28271,33305,-1,8.310146562538943e-15
28271,33306,-1,8.310146562538943e-15
28313,15361,-1,6.56850701968035e-15
27952,14639,-1,1.72776430076207e-14
28249,18947,-1,3.465390261091332e-14
43396,27598,-1,2.6291909036886314e-15
27879,18635,-1,3.465390261091332e-14
28054,26256,-1,7.204900101656806e-14
27986,1050,-1,8.310146562538943e-15
43625,16244,-1,1.72776430076207e-14
28013,5298,-1,8.310146562538943e-15
27471,23893,-1,8.310146562538943e-15
27471,23894,-1,8.310146562538943e-15
27902,27759,-1,3.465390261091332e-14
28056,26963,-1,2.7864431504188084e-15
27594,24854,-1,8.310146562538943e-15
27594,24855,-1,8.310146562538943e-15
27594,24857,-1,8.310146562538943e-15
27594,24858,-1,8.310146562538943e-15
43849,17640,-1,7.841165446803677e-15
27720,30707,-1,3.465390261091332e-14
27720,30708,-1,3.465390261091332e-14
28056,26965,-1,1.72776430076207e-14
27506,28287,-1,8.310146562538943e-15
43744,2034,-1,6.1978149112293225e-15
27495,1121,-1,8.310146562538943e-15
27952,21090,-1,1.72776430076207e-14
43370,31307,-1,3.352262447798991e-13
28312,9496,-1,8.310146562538943e-15
27997,9502,-1,8.310146562538943e-15
28092,2102,-1,7.204900101656806e-14
28243,34389,-1,8.310146562538943e-15
28243,34390,-1,8.310146562538943e-15
43302,20043,-1,3.352262447798991e-13
43790,23856,-1,2.6291909036886314e-15
27706,5170,-1,8.310146562538943e-15
50659,17433,-1,1.72776430076207e-14
28314,37905,-1,1.72776430076207e-14
43806,25464,-1,7.841165446803677e-15
28153,20499,-1,1.4345560738772715e-10
43393,1114,-1,1.1683887285547617e-15
28313,15362,-1,8.310146562538943e-15
43302,20042,-1,3.352262447798991e-13
28008,2213,-1,8.310146562538943e-15
50584,23951,-1,7.666343416100059e-15
27476,21656,-1,8.310146562538943e-15
27706,5188,-1,2.7864431504188084e-15
43925,10339,-1,7.841165446803677e-15
28164,2098,-1,8.310146562538943e-15
28213,18978,-1,8.310146562538943e-15
43499,36428,-1,1.72776430076207e-14
43499,36429,-1,1.72776430076207e-14
43499,36430,-1,1.72776430076207e-14
43849,17641,-1,7.841165446803677e-15
43421,29786,-1,7.841165446803677e-15
27483,14657,-1,8.310146562538943e-15
28296,13672,-1,1.72776430076207e-14
43268,16655,-1,7.841165446803677e-15
28118,18496,-1,7.204900101656806e-14
27780,34874,-1,8.310146562538943e-15
27509,30617,-1,8.310146562538943e-15
27879,1738,-1,8.310146562538943e-15
43268,16656,-1,7.841165446803677e-15
27585,4033,-1,8.310146562538943e-15
27835,1875,-1,8.310146562538943e-15
27707,5559,-1,8.310146562538943e-15
43393,8982,-1,1.1683887285547617e-15
27772,3179,-1,8.310146562538943e-15
27495,9011,-1,8.310146562538943e-15
50523,2484,-1,1.72776430076207e-14
43441,15058,-1,1.72776430076207e-14
50637,4009,-1,2.7864431504188084e-15
43625,16241,-1,1.72776430076207e-14
43836,16243,-1,7.841165446803677e-15
27956,2861,-1,2.2024607214477615e-15
43809,7780,-1,2.6291909036886314e-15
27892,2930,-1,8.310146562538943e-15
43625,60,-1,1.3656596610543362e-14
50523,25733,-1,1.72776430076207e-14
43533,17503,-1,3.352262447798991e-13
27892,26959,-1,8.310146562538943e-15
27888,30567,-1,8.310146562538943e-15
43295,5234,-1,7.841165446803677e-15
27815,1757,-1,8.310146562538943e-15
27815,1758,-1,8.310146562538943e-15
28346,27298,-1,3.465390261091332e-14
28346,27299,-1,3.465390261091332e-14
28213,28560,-1,8.310146562538943e-15
43612,11513,-1,2.6291909036886314e-15
27933,9580,-1,8.310146562538943e-15
28266,26158,-1,8.310146562538943e-15
27770,9866,-1,8.310146562538943e-15
28303,30707,-1,8.310146562538943e-15
28303,30708,-1,8.310146562538943e-15
43320,16977,-1,1.72776430076207e-14
43268,18484,-1,7.841165446803677e-15
28184,30709,-1,8.310146562538943e-15
28184,30710,-1,8.310146562538943e-15
28184,30711,-1,8.310146562538943e-15
28184,30712,-1,8.310146562538943e-15
28184,30713,-1,8.310146562538943e-15
28184,30714,-1,8.310146562538943e-15
27506,3443,-1,8.310146562538943e-15
43386,11271,-1,7.841165446803677e-15
43803,5243,-1,2.6291909036886314e-15
27694,28283,-1,8.310146562538943e-15
27694,28284,-1,8.310146562538943e-15
27933,40721,-1,8.310146562538943e-15
27933,40722,-1,8.310146562538943e-15
27866,31824,-1,8.310146562538943e-15
27573,23730,-1,8.310146562538943e-15
27573,23731,-1,8.310146562538943e-15
27573,23732,-1,8.310146562538943e-15
27573,23733,-1,8.310146562538943e-15
27993,31279,-1,8.310146562538943e-15
28213,28561,-1,8.310146562538943e-15
27770,9868,-1,8.310146562538943e-15
28164,24584,-1,8.310146562538943e-15
28164,24585,-1,8.310146562538943e-15
43756,17641,-1,3.352262447798991e-13
43372,17641,-1,3.352262447798991e-13
28159,24583,-1,3.465390261091332e-14
27573,22020,-1,1.8311021062191975e-14
27509,22368,-1,8.310146562538943e-15
27509,22370,-1,8.310146562538943e-15
27509,22372,-1,8.310146562538943e-15
28266,26157,-1,8.310146562538943e-15
27716,1819,-1,8.310146562538943e-15
28262,214,-1,7.841165446803677e-15
27947,2093,-1,8.310146562538943e-15
28037,34126,-1,8.310146562538943e-15
28037,34127,-1,8.310146562538943e-15
27707,33545,-1,2.7864431504188084e-15
27891,3197,-1,8.310146562538943e-15
27855,29807,-1,8.310146562538943e-15
27855,29810,-1,8.310146562538943e-15
27855,29811,-1,8.310146562538943e-15
43836,2034,-1,6.1978149112293225e-15
50533,16654,-1,1.72776430076207e-14
43409,4883,-1,3.352262447798991e-13
28223,29154,-1,3.196919766986406e-14
28223,29155,-1,3.196919766986406e-14
28054,8238,-1,8.310146562538943e-15
27891,27681,-1,8.310146562538943e-15
27806,16653,-1,1.4345560738772715e-10
27993,31284,-1,8.310146562538943e-15
27866,4835,-1,8.310146562538943e-15
43702,25013,-1,7.841165446803677e-15
27714,21593,-1,8.310146562538943e-15
43836,16654,-1,7.841165446803677e-15
28264,11816,-1,1.72776430076207e-14
27787,34045,-1,8.310146562538943e-15
27787,34046,-1,8.310146562538943e-15
27493,7410,-1,8.310146562538943e-15
27883,28110,-1,8.310146562538943e-15
27887,1600,-1,8.310146562538943e-15
28313,1965,-1,8.310146562538943e-15
27704,18070,-1,8.310146562538943e-15
43642,23603,-1,7.841165446803677e-15
28262,28196,-1,7.841165446803677e-15
27960,23652,-1,8.310146562538943e-15
50626,7031,-1,8.310146562538943e-15
43271,61,-1,2.6496956767814915e-13
27495,1120,-1,8.310146562538943e-15
27714,27628,-1,8.310146562538943e-15
28315,5630,-1,8.310146562538943e-15
27780,34855,-1,8.310146562538943e-15
27780,34856,-1,8.310146562538943e-15
27780,34857,-1,8.310146562538943e-15
43628,2826,-1,7.841165446803677e-15
43422,32211,-1,2.0781653821617002e-15
27720,4382,-1,3.465390261091332e-14
27495,9012,-1,8.310146562538943e-15
27495,9013,-1,8.310146562538943e-15
28092,24593,-1,7.204900101656806e-14
28159,23970,-1,8.310146562538943e-15
43642,13,-1,7.841165446803677e-15
27918,27663,-1,8.310146562538943e-15
43508,5419,-1,7.841165446803677e-15
27765,4043,-1,8.310146562538943e-15
27806,16652,-1,1.4345560738772715e-10
43271,16244,-1,3.352262447798991e-13
28111,2239,-1,8.310146562538943e-15
28329,5678,-1,8.310146562538943e-15
28379,9378,-1,8.310146562538943e-15
43849,5823,-1,7.841165446803677e-15
27960,23649,-1,8.310146562538943e-15
27960,23650,-1,8.310146562538943e-15
28180,2947,-1,8.310146562538943e-15
27852,626,-1,1.8311021062191975e-14
43921,30235,-1,7.841165446803677e-15
50591,23975,-1,8.310146562538943e-15
43302,36745,-1,3.352262447798991e-13
50723,16242,-1,1.4345560738772715e-10
27845,12890,-1,8.310146562538943e-15
27594,24856,-1,8.310146562538943e-15
27960,23647,-1,8.310146562538943e-15
27572,23730,-1,8.310146562538943e-15
27572,23732,-1,8.310146562538943e-15
27572,23733,-1,8.310146562538943e-15
27963,30212,-1,5.793299751293145e-15
27879,1740,-1,8.310146562538943e-15
27631,5773,-1,8.310146562538943e-15
27499,5880,-1,8.310146562538943e-15
27653,27716,-1,8.310146562538943e-15
28313,1962,-1,8.310146562538943e-15
27993,4611,-1,8.310146562538943e-15
28056,18790,-1,1.8311021062191975e-14
28032,21313,-1,1.72776430076207e-14
43607,11876,-1,7.841165446803677e-15
27933,40723,-1,8.310146562538943e-15
27952,21089,-1,1.72776430076207e-14
50589,24049,-1,8.310146562538943e-15
50589,24050,-1,8.310146562538943e-15
28304,1638,-1,1.8311021062191975e-14
28092,18524,-1,7.204900101656806e-14
43921,4130,-1,7.841165446803677e-15
28313,1960,-1,8.310146562538943e-15
27784,23865,-1,8.310146562538943e-15
27784,23866,-1,8.310146562538943e-15
43785,23605,-1,1.72776430076207e-14
43785,23608,-1,1.72776430076207e-14
43922,26157,-1,7.841165446803677e-15
27631,33889,-1,8.310146562538943e-15
27631,33890,-1,8.310146562538943e-15
27757,2670,-1,8.310146562538943e-15
27722,24584,-1,8.310146562538943e-15
27722,24585,-1,8.310146562538943e-15
27892,26960,-1,8.310146562538943e-15
27924,5553,-1,8.310146562538943e-15
27704,19231,-1,8.310146562538943e-15
28090,25740,-1,8.310146562538943e-15
43831,17502,-1,3.352262447798991e-13
43507,969,-1,3.352262447798991e-13
43757,1760,-1,2.6291909036886314e-15
28314,7596,-1,1.72776430076207e-14
28054,26257,-1,7.204900101656806e-14
28321,4128,-1,8.310146562538943e-15
27703,23865,-1,8.310146562538943e-15
27703,23866,-1,8.310146562538943e-15
28153,7859,-1,1.4345560738772715e-10
28151,17579,-1,1.4345560738772715e-10
43266,60,-1,6.1978149112293225e-15
43372,5823,-1,1.1240341750631965e-13
50637,29779,-1,8.310146562538943e-15
50637,29780,-1,8.310146562538943e-15
50637,29781,-1,8.310146562538943e-15
50637,29782,-1,8.310146562538943e-15
50637,29783,-1,8.310146562538943e-15
27852,18477,-1,3.465390261091332e-14
43855,16664,-1,7.841165446803677e-15
27653,21601,-1,8.310146562538943e-15
28205,33448,-1,8.310146562538943e-15
28205,33449,-1,8.310146562538943e-15
28205,33450,-1,8.310146562538943e-15
28205,33452,-1,8.310146562538943e-15
28205,33453,-1,8.310146562538943e-15
43495,7030,-1,7.841165446803677e-15
28260,38568,-1,8.310146562538943e-15
43670,43290,-1,2.6291909036886314e-15
27963,4122,-1,1.3656596610543362e-14
28037,5954,-1,8.310146562538943e-15
43756,17640,-1,3.352262447798991e-13
28056,26964,-1,2.7864431504188084e-15
43644,12475,-1,2.6291909036886314e-15
28003,15409,-1,8.310146562538943e-15
43369,27945,-1,3.352262447798991e-13
50591,23976,-1,8.310146562538943e-15
43463,23492,-1,7.841165446803677e-15
43267,60,-1,6.1978149112293225e-15
27690,32966,-1,8.310146562538943e-15
27690,32967,-1,8.310146562538943e-15
27690,32968,-1,8.310146562538943e-15
27868,30557,-1,8.310146562538943e-15
27631,5774,-1,8.310146562538943e-15
27638,28541,-1,8.310146562538943e-15
27567,87,-1,1.8311021062191975e-14
27770,9867,-1,8.310146562538943e-15
27806,16241,-1,1.4345560738772715e-10
27770,9869,-1,8.310146562538943e-15
28379,40504,-1,8.310146562538943e-15
28304,1637,-1,8.310146562538943e-15
50659,19252,-1,1.72776430076207e-14
27651,1736,-1,8.310146562538943e-15
27787,5907,-1,8.310146562538943e-15
27952,15169,-1,8.310146562538943e-15
43372,17640,-1,3.352262447798991e-13
43417,4009,-1,7.841165446803677e-15
27820,2012,-1,8.310146562538943e-15
27704,18067,-1,8.310146562538943e-15
27755,41204,-1,8.310146562538943e-15
27755,41205,-1,8.310146562538943e-15
43787,23605,-1,1.72776430076207e-14
43787,23608,-1,1.72776430076207e-14
28243,6116,-1,8.310146562538943e-15
28093,18527,-1,7.204900101656806e-14
27511,11638,-1,1.72776430076207e-14
43330,18003,-1,1.1240341750631965e-13
28328,13050,-1,8.310146562538943e-15
28260,1783,-1,8.310146562538943e-15
43625,59,-1,1.3656596610543362e-14
28260,8019,-1,1.8311021062191975e-14
43855,16663,-1,7.841165446803677e-15
27471,2081,-1,8.310146562538943e-15
27884,22035,-1,2.7391141762192544e-14
43377,5378,-1,1.72776430076207e-14
27755,21648,-1,8.310146562538943e-15
28056,2365,-1,8.310146562538943e-15
27933,40724,-1,8.310146562538943e-15
27933,40725,-1,8.310146562538943e-15
27856,25653,-1,8.310146562538943e-15
43644,42320,-1,2.6291909036886314e-15
43644,42321,-1,2.6291909036886314e-15
43644,42322,-1,2.6291909036886314e-15
43644,42323,-1,2.6291909036886314e-15
43644,42324,-1,2.6291909036886314e-15
43644,42325,-1,2.6291909036886314e-15
28143,18496,-1,7.204900101656806e-14
43693,1743,-1,7.841165446803677e-15
43642,23605,-1,7.841165446803677e-15
43642,23608,-1,7.841165446803677e-15
28009,18452,-1,8.310146562538943e-15
27815,23865,-1,8.310146562538943e-15
27815,23866,-1,8.310146562538943e-15
27960,23651,-1,8.310146562538943e-15
28313,15346,-1,1.72776430076207e-14
28213,18979,-1,8.310146562538943e-15
43268,60,-1,6.1978149112293225e-15
43409,19354,-1,3.352262447798991e-13
43315,16977,-1,1.72776430076207e-14
43334,23922,-1,2.6291909036886314e-15
27852,5394,-1,1.72776430076207e-14
27963,26804,-1,5.793299751293145e-15
43787,23603,-1,1.72776430076207e-14
43625,17982,-1,1.72776430076207e-14
43919,26554,-1,7.841165446803677e-15
27765,29888,-1,8.310146562538943e-15
27963,19160,-1,1.72776430076207e-14
27703,1757,-1,8.310146562538943e-15
27703,1758,-1,8.310146562538943e-15
27517,7410,-1,8.310146562538943e-15
27689,27663,-1,8.310146562538943e-15
43386,41853,-1,7.841165446803677e-15
43386,41854,-1,7.841165446803677e-15
43386,41855,-1,7.841165446803677e-15
27668,30162,-1,3.465390261091332e-14
27668,30163,-1,3.465390261091332e-14
43271,18484,-1,3.352262447798991e-13
27706,19408,-1,8.310146562538943e-15
50723,16652,-1,1.4345560738772715e-10
50584,1794,-1,1.6892430802004548e-14
27638,28539,-1,8.310146562538943e-15
27879,25429,-1,3.465390261091332e-14
27879,25430,-1,3.465390261091332e-14
27879,25431,-1,3.465390261091332e-14
27830,232,-1,6.56850701968035e-15
50738,7030,-1,1.72776430076207e-14
27761,32762,-1,8.310146562538943e-15
28287,16082,-1,1.72776430076207e-14
43787,13,-1,1.72776430076207e-14
28296,20962,-1,7.233695175562429e-15
43689,26822,-1,2.6291909036886314e-15
43689,26823,-1,2.6291909036886314e-15
43689,26824,-1,2.6291909036886314e-15
43928,20782,-1,3.352262447798991e-13
51448,1840,-1,8.310146562538943e-15
28175,33466,-1,8.310146562538943e-15
28118,2069,-1,3.465390261091332e-14
27594,24859,-1,8.310146562538943e-15
43832,28476,-1,2.6291909036886314e-15
43832,28477,-1,2.6291909036886314e-15
43663,23856,-1,2.6291909036886314e-15
50584,23952,-1,1.5939110546412766e-14
50723,16653,-1,1.4345560738772715e-10
43625,16655,-1,1.72776430076207e-14
27782,19204,-1,8.310146562538943e-15
27958,9595,-1,8.310146562538943e-15
27565,23728,-1,8.310146562538943e-15
27565,23730,-1,8.310146562538943e-15
27565,23731,-1,8.310146562538943e-15
27565,23732,-1,8.310146562538943e-15
27565,23733,-1,8.310146562538943e-15
27781,19231,-1,8.310146562538943e-15
28050,19201,-1,8.310146562538943e-15
43787,1621,-1,1.72776430076207e-14
51450,35668,-1,1.72776430076207e-14
27999,38392,-1,1.8311021062191975e-14
27999,38393,-1,1.8311021062191975e-14
28093,24593,-1,7.204900101656806e-14
43271,16655,-1,3.352262447798991e-13
43757,23893,-1,2.6291909036886314e-15
43757,23894,-1,2.6291909036886314e-15
28212,30754,-1,8.310146562538943e-15
27565,22020,-1,1.8311021062191975e-14
43785,1621,-1,1.72776430076207e-14
27604,1130,-1,8.310146562538943e-15
27783,28952,-1,8.310146562538943e-15
27783,28953,-1,8.310146562538943e-15
28133,19197,-1,7.204900101656806e-14
28111,24990,-1,8.310146562538943e-15
50536,23487,-1,2.7864431504188084e-15
28037,34125,-1,8.310146562538943e-15
27666,25498,-1,8.310146562538943e-15
27781,18070,-1,8.310146562538943e-15
28214,9590,-1,8.310146562538943e-15
28329,21924,-1,3.465390261091332e-14
43294,5234,-1,7.841165446803677e-15
27928,2989,-1,1.4345560738772715e-10
50591,23984,-1,8.310146562538943e-15
50591,23985,-1,8.310146562538943e-15
27654,30762,-1,1.72776430076207e-14
27654,30763,-1,1.72776430076207e-14
27654,30764,-1,1.72776430076207e-14
43370,17506,-1,3.352262447798991e-13
28184,21648,-1,8.310146562538943e-15
27474,509,-1,8.310146562538943e-15
50584,25009,-1,7.666343416100059e-15
43463,23491,-1,7.841165446803677e-15
27884,18635,-1,3.2698217980234365e-14
27845,42630,-1,8.310146562538943e-15
